route_distance_km,route_historical_delay_rate,truck_health_score,truck_age_days,driver_delay_rate,weather_rain_mm,is_friday,is_night_trip,fastag_balance,eway_hours_remaining,load_weight_quintal,was_delayed,actual_delay_hours
553,0.34712919221356353,43,374,0.06040833472030811,5,True,True,682.3182991539575,34.61171456912042,261.4097998946784,True,1.3
1381,0.3482244311180199,76,1467,0.341538638986826,30,False,False,4295.79894579943,34.009761149126895,217.5838204306473,False,0.0
61,0.33057007547919515,65,459,0.38578966668086284,15,False,False,3185.233445837635,16.903321771039565,466.1857993209737,False,0.0
556,0.36806870677059056,69,1505,0.11576123123495258,30,False,False,2185.987917098104,25.14223811211523,285.7666762411951,False,0.0
157,0.22272359030675282,35,2192,0.1677628543939223,5,False,True,4749.304898023434,43.16736048214997,566.6166575850963,True,1.0
165,0.18694933537953862,54,831,0.26533257004125926,50,False,False,1603.926204604,44.47427059672005,164.54089120949874,False,0.0
537,0.15799595298948982,67,2705,0.13430999332466165,50,True,False,4244.939523614492,38.660396383604194,251.83209128002545,False,0.0
490,0.2447701906657106,69,2961,0.09099683805531421,50,False,True,3233.149082446514,44.871699792786224,730.0022151037032,False,0.0
100,0.2463258707312682,54,2393,0.29594804883264325,0,True,False,263.13344873439013,6.749803488823439,640.8752145041116,False,0.0
533,0.37174687665328876,92,276,0.089021579806631,50,False,False,2774.755960422346,33.77946182848175,269.44667091301164,False,0.0
327,0.17368088712756027,31,684,0.2576348382993536,0,True,True,2543.2609716181278,23.831634465060624,432.41769906119083,False,0.0
85,0.10032829716343235,74,894,0.2784340225778971,15,False,False,430.5058624955624,41.64571876681926,182.23925554480718,False,0.0
327,0.3270973838022878,63,2341,0.2483696885412201,15,False,False,1297.2529406667754,33.54250741950503,108.05829264388281,False,0.0
521,0.3984688927603426,30,400,0.11741441205137458,0,True,False,4230.6393612327065,18.93423955818811,280.9530449739103,True,0.3
210,0.3811923571085145,75,2353,0.29405203996687024,0,True,False,248.987742933293,8.63222158643704,735.4912983490144,False,0.0
84,0.22409292782287588,57,253,0.3239292404519374,0,False,True,2400.2392104328924,46.801122683003236,200.50724659064332,True,0.0
244,0.1871239647442814,65,321,0.2699918949807296,50,False,True,4248.724235613725,13.910143940866886,754.4267068713324,False,0.0
1391,0.39833701586209846,66,1164,0.27664731082386157,0,False,False,2241.8824295213426,7.834159141328,397.6950405755683,False,0.0
149,0.1999115879928902,36,288,0.21646945175175403,5,False,False,2899.787701529461,5.8695208497434805,611.6921720845911,False,0.0
579,0.20934152384502208,54,2042,0.2213746963171392,30,True,True,4941.430807211677,47.843717432179645,507.62893725637815,True,1.5
587,0.31202788683878835,96,1906,0.17128326476028538,0,False,True,4080.9487025957746,24.476272870326486,193.35517738261552,False,0.0
480,0.3256770649802066,77,1570,0.16874334754633075,30,True,False,4878.663700442569,25.013712092257695,523.3233433490766,False,0.0
258,0.2602487244975166,45,2063,0.04353710634261554,0,False,False,3013.1800977191065,39.32874873605862,787.3234627786297,False,0.0
561,0.38165527521463827,92,2773,0.25195287218000806,0,False,False,4059.0422649628067,31.221675724589645,618.5927359511771,False,0.0
96,0.28963395608796494,58,2014,0.14295167671928635,0,False,True,4445.281175836676,33.8260787402843,441.91979776538,False,0.0
568,0.3330765526730101,40,1349,0.25891465166653593,0,False,True,1147.9469862106967,38.047963539986135,260.888126960642,False,0.0
208,0.35955448165685266,93,696,0.1120740292605301,0,False,False,4231.985177637249,33.726551278637814,624.3115327798887,False,0.0
564,0.23758006057261374,60,1539,0.22178291197494804,50,False,False,2011.802805214683,39.106043220808125,138.05677118157024,True,1.5
574,0.13833128451911753,52,1351,0.1654885943406062,50,True,False,4570.408690925995,41.810091679283246,374.38421591169333,True,3.7
525,0.34163893521313365,47,2905,0.14393424955484,15,False,False,1344.8010113005737,45.05948012968167,777.3736345115846,False,0.0
357,0.22916548891706084,71,1341,0.07231951549099058,0,False,False,1450.797136523985,17.33679034576447,548.5307699320662,False,0.0
146,0.38704300220022025,40,828,0.0557001026333253,30,False,False,3652.309191018069,24.87333450694078,554.8842330869808,False,0.0
560,0.16305923452219925,85,2079,0.3553822274108961,0,False,False,3674.772440680536,47.19102159041029,397.2820430085623,False,0.0
93,0.1608190302324986,61,1959,0.04029518725084156,0,False,False,3069.8663874792105,44.47000302936502,178.2893019622159,False,0.0
574,0.32751139228708176,48,2137,0.269371336287521,5,False,False,2537.863331504939,9.668145441803265,354.5715619174049,False,0.0
553,0.25438406678180486,42,1714,0.07556095650560853,5,False,False,1956.760206164962,8.600604048319283,194.65448674665504,False,0.0
214,0.2879304758016908,49,1066,0.2270355317051989,0,False,True,3355.899410702707,9.500120630201906,479.3458150378954,True,1.1
563,0.12625027293049462,36,235,0.08131800322521432,0,False,False,4265.784949105066,33.83316110596634,172.11166529964265,False,0.0
464,0.359388346215868,73,2337,0.060652545915423774,30,False,False,536.7690477787064,33.31876768719256,667.4413877548757,False,0.0
340,0.22127293993060443,75,242,0.03477597417738605,30,False,True,810.5218169215308,15.914156292846469,178.18052400524724,False,0.0
486,0.24219902169673097,39,2934,0.37383611729166066,50,False,False,4237.681864856733,5.554790971130814,573.6632208286794,True,6.1
573,0.3700904999394158,52,481,0.20927506563757636,5,False,False,3874.5209035262105,38.28088225774979,780.7614303543869,False,0.0
460,0.2803790249331584,100,2661,0.2731444334363166,15,False,False,4394.0995002187265,32.537286593923604,465.47975527251276,False,0.0
80,0.3143884955632198,92,2238,0.1596189904158608,5,False,False,672.0199758493659,47.374600169628835,642.276558355105,False,0.0
97,0.3786887881577711,64,2619,0.1531377944580554,0,False,False,3174.578199813846,25.132739792813144,577.7936452933338,False,0.0
582,0.37486209349347976,70,483,0.04232690952697818,0,False,False,4031.6816315030806,23.842046138210268,673.674136658703,False,0.0
1401,0.197737033390477,77,1301,0.12143913530536575,50,True,True,1095.082770716982,38.97057356333299,482.27094003152007,True,2.7
140,0.26267761386727806,32,2687,0.12761754375606796,5,False,True,1804.1837674249068,38.069850732608344,441.34366702910484,False,0.0
75,0.23860391133542852,98,2706,0.3123605434027657,0,False,False,2827.4276790214553,22.893539968544516,168.51716549982908,False,0.0
62,0.15156332552585186,85,1894,0.06575574488021445,0,False,False,2502.2820269685444,18.645696328933283,451.06222848228265,False,0.0
65,0.22463201861430826,75,485,0.14170029707900486,5,False,False,1390.3110664242936,41.1206591924048,475.3938062904635,False,0.0
138,0.26086871509149623,47,1901,0.3429103516278815,5,False,False,4806.669073767615,43.73415037824663,626.8676881435526,False,0.0
345,0.21831588167796184,43,2065,0.20001456209969395,15,True,False,429.42471358064705,35.300066232257606,264.6169185449289,True,6.7
1418,0.12052497770029486,73,552,0.1937952622616638,0,False,True,974.9440807542383,42.4298961584579,117.44168272842766,False,0.0
556,0.20025624364517425,49,987,0.28200824581730594,0,False,False,466.86713000141253,8.382642077274191,333.889680979549,True,2.7
321,0.25367208107617156,72,1007,0.24462500613003835,0,False,False,2388.7636725393977,24.129039804096298,368.7942566105583,False,0.0
254,0.18707931797888366,89,405,0.06056840952668044,30,False,False,3100.0725601102968,21.78497900571975,530.0202947398358,True,1.0
583,0.34281940819786927,89,554,0.20476060031649462,0,False,False,3888.8364777404445,15.557684442107863,460.88826174966727,False,0.0
1389,0.3991617868284043,52,2842,0.2771064713592723,0,False,False,3000.7702929969637,29.632086562068675,329.1670898342545,True,2.0
548,0.24849105719171066,97,1333,0.11202223373093463,0,False,False,2760.801502868,8.65967385908974,671.5123564991605,False,0.0
518,0.16271882697555917,81,1429,0.26989035180823157,50,False,False,1969.9529616239072,33.17308840325582,116.9285418239246,False,0.0
149,0.3049496257307339,53,2496,0.011388175496972332,5,True,False,4528.954914461241,30.880399686158388,607.8933906656023,False,0.0
582,0.24317723085910073,90,2261,0.019078365693981872,0,False,False,4860.127569990494,33.86322265977505,706.176314420932,False,0.0
561,0.2909651412580441,74,2182,0.3201970736533653,0,False,True,2431.2905224575616,15.299192605497883,727.9191104059124,False,0.0
1405,0.2359447871898144,67,542,0.39857559835460127,0,False,True,1764.4920578613726,19.09328089431895,703.1273421161736,False,0.0
546,0.15231980026985897,98,1813,0.1543016172869808,5,False,False,600.2339959729422,46.05691847886955,265.8445451640953,False,0.0
473,0.35105472497327783,98,1114,0.18241337014035533,5,False,True,1990.522463747604,29.90507773479792,459.47718400335066,False,0.0
590,0.34160459362621914,42,2161,0.28140568778473624,0,False,False,3201.3191052763236,42.00228597453669,277.6129822554696,True,0.3
569,0.1596704902167647,67,2509,0.14698556168992225,0,False,False,3986.2591207756263,17.068436929690034,397.04523814649264,False,0.0
1415,0.27123179261336744,52,2081,0.13381541325358684,50,False,False,2988.702512337755,26.691967725343538,674.6669215797947,False,0.0
69,0.2026822362885843,59,2684,0.197723365767024,0,False,True,1294.5478455924826,13.46206538350152,135.57845434100324,False,0.0
358,0.12057271607379981,95,1785,0.2837527613411182,30,False,True,4584.987271484305,6.187899015675554,259.24580357578185,False,0.0
1389,0.35094370864164925,83,576,0.22165401223265838,15,False,False,4720.418991009357,37.49599698659791,192.57545559408473,False,0.0
254,0.28148401197037304,87,1984,0.14829063383792268,0,False,True,3707.440612530483,37.455088814931386,669.2780681332356,False,0.0
510,0.2440574889530226,58,2260,0.06453191513051407,0,False,False,4992.25253026816,15.262472805250873,431.04794499570454,True,4.1
69,0.34365758234691957,61,423,0.10051435830794873,0,False,False,849.1559249435948,34.49581512619112,386.49297738180474,False,0.0
1395,0.3939637472466251,65,1179,0.1939665922959057,5,False,True,1674.884835761484,11.378904706848001,764.0688793178186,False,0.0
145,0.2603710208199834,45,2551,0.2657412069153201,50,False,True,705.9912381079275,18.193934492172815,480.9918541116724,True,1.8
1406,0.19555824107272773,61,534,0.2781375272983688,0,False,True,381.19253215044023,38.326756737663494,314.651581842795,False,0.0
465,0.3222579191303804,89,2653,0.12623934964372627,5,False,True,4126.002574783154,45.34043766318108,248.68057012282839,False,0.0
528,0.3733636088345371,72,2543,0.3082533503781467,30,False,False,4696.861294596183,10.640091090906406,740.3480918782734,False,0.0
512,0.38576077707945333,62,1411,0.3987458296656896,0,True,True,3979.6130472275154,31.976013524566667,725.5277335979067,True,0.5
193,0.22792330058830196,33,510,0.02385007794123997,30,False,False,3816.463785346311,32.038020693837765,417.1700019780868,True,2.7
93,0.3880263286911765,99,550,0.23091727578627486,0,True,False,3353.412886135993,18.698583393589775,752.160465242705,False,0.0
162,0.32979535736534304,82,1871,0.0033086734212704363,5,True,False,1981.4304007729045,31.687597781721323,273.17733323962295,False,0.0
485,0.3079135678242947,81,1814,0.07922909880342416,30,False,True,2725.3951483829915,22.322458182113042,144.59466540903054,True,0.1
1385,0.20536511228382434,98,295,0.27124504132526017,15,False,False,4013.0528672737837,39.67484655499152,698.2230635438004,True,2.5
472,0.10506137273401145,80,1181,0.044123572730600726,0,False,True,1663.8420456823278,44.213118858501005,370.3081974596238,False,0.0
481,0.14123461901052034,98,2698,0.22587764939570323,0,False,False,4994.556806737891,33.28913411280716,337.35683306818134,False,0.0
135,0.3828750184539902,46,840,0.16315342235163813,50,False,False,3368.5923913351294,11.724641768712898,772.3909819970153,True,1.2
1396,0.13064881246957794,72,1340,0.2704226570849496,0,False,True,2633.505092338063,29.999208292637572,438.2723523960303,False,0.0
496,0.280351666818141,91,2717,0.060032622367955216,0,False,False,863.160540625851,36.206283364005536,295.86855940910743,False,0.0
530,0.17983908130123377,57,655,0.13162561707382658,0,True,False,3569.749734987025,25.006472182342634,526.1220154114453,False,0.0
478,0.2163571492047679,90,1050,0.03819889478102226,0,False,False,3627.684527747625,4.66451234746838,107.91376141461099,False,0.0
185,0.31372594685409005,62,717,0.32600192292686575,0,False,False,1147.1408492839112,22.868442457646925,752.8021141458322,False,0.0
1391,0.21425437725781424,89,2491,0.05191795229035075,0,False,False,3637.636040129059,4.290810405842235,291.2249531388578,False,0.0
555,0.1976275509293559,74,1007,0.3231712397623032,0,False,True,4216.773110426244,22.712449566122014,247.27973859154918,True,0.9
84,0.18878922454075558,43,1851,0.23277477081644712,50,False,False,1262.43525562492,43.41364701702076,426.6267929115671,True,3.0
252,0.18606590383112187,56,2338,0.26453846507891715,0,False,False,1750.8806873819997,29.93265995456775,757.1024527250999,False,0.0
331,0.13124757573005746,76,783,0.2701550718064984,0,False,False,3722.8690368336725,11.433693090681244,310.70895924602485,False,0.0
209,0.1190501137299016,30,858,0.3749030018979936,15,False,False,4561.349792796254,10.208877617661104,761.0695428829056,False,0.0
522,0.32547196257137423,48,1974,0.02670225732025311,5,False,False,1170.8135625776413,7.370838240665729,341.6892233434394,False,0.0
155,0.1586053120764555,35,2395,0.26259819413733265,5,False,False,3735.139246910383,23.56666993529405,472.14565416388297,False,0.0
589,0.2529098304243519,63,2703,0.37283347215512125,0,False,False,2527.8728078451495,24.600248189453204,606.8093185117909,False,0.0
85,0.1628560694853936,46,1407,0.21973425356768633,5,False,False,1893.5100968446397,21.424468272937805,597.1583746078509,True,3.2
339,0.11175647141048856,98,751,0.39925151031424255,30,False,False,519.1561139903486,17.035045946788546,532.5228103611053,True,1.4
564,0.24251184158743244,40,225,0.09428566158869352,0,False,False,971.8090232875182,41.86966506040786,237.19008511832723,False,0.0
238,0.22133585591738605,71,2858,0.30257682810350484,15,True,True,2542.1678521003655,47.565701077860346,443.55727494351686,False,0.0
588,0.36290589315635213,50,2603,0.34769508488530365,50,False,False,3393.7992094608053,7.422618877060453,313.0982222976209,True,0.6
254,0.11559241886835397,80,778,0.3793348521425545,50,False,False,4294.214922015208,6.4799084584682,191.50491564221625,False,0.0
69,0.1771203020776668,63,1000,0.28366505387945906,50,True,False,745.650717033079,4.0237572297157955,488.7448804658328,True,3.8
86,0.11785332691317715,92,1046,0.3581587179757711,50,False,False,2080.702549905872,41.43919901954404,201.73651315013925,False,0.0
270,0.2075332622449243,68,1750,0.0008480203771119577,0,True,True,1093.5486056630589,46.18284158628285,356.9810063935284,False,0.0
93,0.33665025141091687,76,2419,0.10966069116255608,50,False,False,3992.3962099991986,22.06470764170498,193.33040586682586,False,0.0
548,0.306032962630034,46,702,0.23580940088892582,15,False,False,1366.668761634958,10.242974805460301,705.327107404755,False,0.0
215,0.12172302139814653,69,2286,0.24217218351214204,0,False,False,344.92788576112275,16.733644348196123,326.1657583426341,False,0.0
90,0.1743385129530447,52,492,0.02738629824062109,0,False,True,3461.3016174165896,25.201364612639512,390.7701560185185,False,0.0
144,0.3878334630114606,95,1873,0.01449143567089415,0,True,True,4873.052315622961,33.74895910334359,128.29771251373415,False,0.0
569,0.15901849620467623,58,856,0.06549204469751894,0,True,True,967.054344407922,34.09710705131933,108.78195023702098,False,0.0
1399,0.1651587548586355,94,2704,0.023394273106067943,0,False,False,3026.645376821816,24.45088313231165,678.1021628559087,False,0.0
75,0.3312828118992133,44,2261,0.3495684239098257,0,False,False,3896.1554630473656,13.403134614497956,570.049128186155,False,0.0
517,0.1925048904359199,81,291,0.2036785713952407,0,False,True,3538.851444596259,46.23256715033886,187.83868091022964,False,0.0
265,0.2819735014065413,96,638,0.023083005645300636,15,False,True,3677.86621475151,20.89824748740078,319.5886486730926,True,4.3
263,0.2308011402554669,41,671,0.07322987977539545,50,False,False,3442.3727586905543,10.951520204176502,354.5443575327191,True,5.2
462,0.10403789881452855,41,438,0.17662358859374191,0,True,True,3222.483900551915,9.303511718618182,213.00801613595104,True,0.6
562,0.23744644595208217,49,2560,0.2950877695823141,0,True,False,1944.9328555249708,47.39361184295409,759.8456010467297,True,0.8
571,0.13958101336679235,52,1722,0.39433372557429824,15,False,False,3215.2017153159713,29.899127363818444,364.3926214807387,False,0.0
160,0.29620065810860796,47,2739,0.2678123185409591,30,False,False,4451.427641042948,41.21464120076508,494.5249945316136,True,8.0
244,0.288692414167309,83,593,0.3335538289938855,0,False,False,2722.344525277756,32.02701576489364,362.27398966929815,False,0.0
588,0.25550197855261697,56,254,0.0699049339400891,30,False,False,2500.2287902522603,31.902947945052386,549.5497117468364,False,0.0
357,0.14132593163311968,76,996,0.029051435653198433,0,False,False,2556.1099110011273,22.739188196554476,688.7378595155122,False,0.0
528,0.15534725059028648,82,1303,0.36801533433575134,0,False,False,2747.728553027194,12.318037025416142,198.3992153304809,False,0.0
64,0.268686790033304,94,1007,0.3492131976888675,0,False,False,2868.1173300465475,6.587644310092138,268.66985682978407,False,0.0
162,0.3422963771096488,58,2322,0.1330926798691475,0,False,True,2885.7928060875947,20.45595134126782,641.8731547407723,False,0.0
202,0.2942054128347674,40,1856,0.03784744452832936,50,False,False,1533.6059348097938,13.45336591565304,167.9507535995724,False,0.0
515,0.2638752464141572,50,1181,0.30826629767442454,0,False,False,3184.514843494025,37.51470292837473,270.0671824873368,False,0.0
322,0.204550930238435,71,2550,0.13692843131897933,0,False,False,4743.063309377651,6.739620142359009,119.49378752293941,False,0.0
518,0.11238250831405514,78,1328,0.23712356432768186,50,False,True,1772.7548472749777,30.3248280176985,446.63658893909894,False,0.0
64,0.3920836557036972,57,1959,0.3004394812268454,5,False,False,2681.331476924767,11.873878460922995,660.1017184577265,False,0.0
588,0.2948508560456684,36,1268,0.29711977878002466,15,False,False,4048.8486629279964,44.63303611113691,576.8981910831246,False,0.0
162,0.32084327744774394,83,1551,0.3455447280176309,0,False,False,1054.9626111238063,33.51690002695284,391.61970487337555,False,0.0
568,0.3476912841149852,44,1634,0.05547032655895672,5,False,True,1240.6874431361023,27.29193390963902,283.5638010437773,False,0.0
219,0.3176096173435572,40,1083,0.04496400714631026,0,False,False,2241.6258718647523,28.504302735258833,397.0159044866269,False,0.0
269,0.14036297529288377,65,643,0.2046047047396753,50,False,False,1047.3449074248865,44.09106037208193,572.894885745999,True,2.6
195,0.38683097833309676,98,2859,0.30647913058296633,0,False,False,4800.257215098275,35.026979783717394,270.1475483507939,True,2.3
570,0.3291886049338143,31,1331,0.36758584844147557,0,False,False,1823.3015788827315,22.900582979112244,685.874891549092,True,2.9
535,0.2553054825804692,40,2764,0.2640012961882721,50,False,False,1111.7157504847423,22.031540517591125,380.54960303206286,False,0.0
332,0.11234259564428119,88,516,0.09203221869205258,0,False,False,3200.931898530224,19.78412142489396,540.6404916195593,False,0.0
248,0.2673109053228845,77,1174,0.34183677772569576,50,False,False,4646.245659629802,20.937319127261418,549.0331095230437,False,0.0
584,0.22924270072493164,70,2588,0.17550583879852188,0,False,False,1602.12827478228,25.44589101389677,455.6044109316603,False,0.0
233,0.19705978395129223,43,2605,0.3305506878438625,0,False,False,3193.5237938588043,36.71463278662556,331.2464322621728,True,0.1
236,0.3650676342623277,76,740,0.2559482569068964,15,False,False,2344.6641772550875,31.92743069050874,381.54907576636094,False,0.0
563,0.2800728410304263,100,989,0.2763283610422091,30,False,False,1087.1463268478674,37.617607027465915,250.76256342582855,False,0.0
320,0.2809652019205355,95,1256,0.2705681480368579,0,False,False,838.2678385023003,42.44598127884682,552.5400454817864,False,0.0
1386,0.24991375422216508,51,2130,0.2261409893524111,15,True,False,3909.5622384236704,17.55508397936117,337.5215854352317,False,0.0
325,0.14010398612950503,49,1709,0.09771037896302981,30,True,False,3658.5548339173392,17.673653098773986,323.9820282433587,True,0.9
212,0.3064760048728794,95,1797,0.05558518203835026,5,False,False,3500.113171070515,14.834365843232218,512.8387070987663,False,0.0
489,0.19236774074212246,53,2585,0.10461797012654955,5,False,False,3570.689031727143,8.783254227418967,419.33607951313974,False,0.0
529,0.3032828533997135,77,2075,0.358570922721958,0,False,False,2125.976921080043,8.443590721138278,494.70222961530106,False,0.0
236,0.20795657571266096,69,232,0.07493327576421929,5,False,True,3821.101391678664,22.89664326224099,271.6112081442196,True,1.9
560,0.3804599758885304,32,556,0.11183518745851861,15,False,True,434.58894887683414,22.109524965450188,233.46675906947104,True,3.0
548,0.20446569689325647,46,776,0.15152623979899182,0,False,False,4513.369963389623,25.775905801297988,566.6487103240279,False,0.0
234,0.2717861955603465,74,695,0.19323642171600774,30,False,False,1440.8408116281594,19.1671864662558,678.6322967780582,False,0.0
1403,0.16432546798422631,58,435,0.22399239590987668,0,False,False,1926.0467770022601,36.965966983093914,719.0243363643525,False,0.0
525,0.30030172322737836,45,503,0.39852496412530725,0,False,True,2558.483476573772,39.30768326489695,597.4649769111144,True,0.9
130,0.12373538126068709,96,2236,0.013095830527778097,0,False,False,2709.6016061716045,8.333137593685866,356.7729335967216,False,0.0
571,0.35067012045286494,36,932,0.10864176315599333,5,False,False,2186.9044461112444,8.115635354090141,710.1438817883086,False,0.0
143,0.2093928098779333,42,1071,0.17593453446841434,0,False,True,1664.992451416456,20.17945430974657,773.2563460421286,False,0.0
518,0.3822034050950006,52,2765,0.030065002300534483,30,False,False,3367.554767386065,24.98203105088019,355.83567338785,True,1.0
546,0.24268364982404184,87,2700,0.07619526906056864,30,True,False,1584.5084294900782,16.808761060111646,335.6636849343467,False,0.0
201,0.16932697878849567,87,2304,0.31897641487181216,0,False,True,1186.933090087011,11.28765085622706,326.61769347886775,True,3.0
578,0.2724257657184258,69,1329,0.24530947786573942,15,True,False,3537.065815602384,36.79121431661895,608.6236637157091,True,0.7
320,0.18876003417653436,65,2862,0.0441472408283917,0,False,False,4306.97916682233,39.97031344579375,702.3399355843671,True,1.3
589,0.11873672904729154,84,1240,0.10092769912183833,5,True,False,3605.977579512938,40.500847240648326,590.6814011500207,False,0.0
201,0.18581393631066698,49,2963,0.05959732836894385,0,False,False,3987.200078998783,4.558818477182985,547.446314128375,False,0.0
243,0.13958428320434502,98,2276,0.21859324480463324,50,False,False,825.182665994037,6.563435954054322,245.91710444020438,False,0.0
100,0.1825813858866226,60,389,0.29341318907921643,0,True,False,2479.0846806383397,15.626777045755409,283.1426670218756,True,1.1
82,0.2394357820919448,68,2379,0.16666597013093787,30,False,True,3157.7576627772396,44.32716152009189,123.48937302338561,False,0.0
240,0.35321457391403466,46,2198,0.33341888490874527,30,False,False,261.2645902513716,47.857460295905064,595.5654915288355,False,0.0
1416,0.29232329752587155,33,1339,0.010021118761363601,5,False,False,3990.2118488441556,9.151156659584418,620.0675497751178,False,0.0
514,0.2845462342726981,34,2441,0.12140181221541796,50,False,False,3570.6372547672004,4.234593074842782,784.598417174024,True,0.9
130,0.138495946003982,56,2623,0.3202503233660723,15,False,False,1471.0830988923271,5.486398605806304,421.03713736954603,False,0.0
345,0.2247469330763317,45,541,0.14448169144963843,0,True,True,1058.4540377926164,32.231784898111506,750.2520630146994,False,0.0
562,0.23318128747960631,69,2121,0.39083831210500275,15,False,False,4642.4849047875,7.209977158593979,687.7344949135904,False,0.0
320,0.26079807951672196,42,1655,0.2005128268111653,0,True,False,645.1896262935312,11.81699863929879,745.1941874222065,True,0.7
516,0.18491163161171173,95,1016,0.07602032942131887,0,True,True,3729.3299349420804,37.099910133575975,389.8365357989801,True,0.4
587,0.38654649209170444,31,1182,0.026401370313770656,0,True,False,1977.8684588589535,11.619800780965544,281.2399071643822,False,0.0
495,0.2477065886455647,58,2761,0.12242811995892065,0,False,False,2765.8912736206917,26.200050856297754,728.5326759699899,False,0.0
137,0.1705208569059267,67,871,0.12376748291024359,0,False,False,2833.1239687552697,42.29909794273353,529.6009336394714,False,0.0
463,0.202213825565916,83,669,0.22257022770418364,5,False,False,332.1548118018711,22.818836305991482,379.96737674553196,False,0.0
199,0.38620611336405564,92,1268,0.20823637659011895,50,False,False,4420.851853863117,7.934617783466205,714.1925896907131,True,3.9
353,0.38218294335278236,77,1883,0.12306505809166995,50,False,True,1745.1821882301792,10.268861005590123,458.5071697141372,False,0.0
1416,0.31259745850660403,91,2174,0.0535944324624098,0,False,False,3677.069786960509,27.333127696751337,566.8430811007468,False,0.0
1390,0.19620914162576264,83,1788,0.2490970255444657,0,False,True,4303.644114221512,41.27487708788522,548.9213697203761,False,0.0
170,0.17611972546919819,57,1834,0.3260704511687633,0,False,False,3921.5851341604634,11.602957046727706,431.63299756100616,False,0.0
238,0.10579171042817147,50,2248,0.29295255432740597,5,True,False,1682.917949979848,47.94417841440462,470.5163782555682,False,0.0
1407,0.37179887395818256,92,1417,0.21982957631839622,0,False,True,4405.431561248797,35.21172363479752,483.51481850811075,False,0.0
1405,0.1708966731511038,93,1116,0.027624108916230974,0,False,True,4860.471304682126,8.105200184818942,134.10319716929902,True,7.9
70,0.1608273724737333,33,1745,0.3519143397719401,0,False,True,3846.3264622601278,39.13968568534496,697.8808749511983,False,0.0
359,0.13037737729116775,35,2000,0.2776411514333074,0,False,False,921.1049650487331,23.84058678269106,398.96033636449584,True,1.3
346,0.37615792240416057,48,1516,0.2067839104423832,0,False,True,3517.3026034767518,35.005993918155994,325.30262715909174,False,0.0
574,0.38388737046163846,85,338,0.3314434740858664,50,False,False,3340.4867835830873,38.80561529871619,714.4590734361443,False,0.0
550,0.2570445354983456,67,2569,0.21972807405776,15,True,True,2452.7797605111155,10.146777534096655,452.5273233920148,True,2.8
147,0.17887161066720242,52,2243,0.3023594208951315,5,False,True,347.66085847996726,13.22350503876729,793.6597457812801,False,0.0
70,0.3483372111505374,96,2819,0.2314759971966298,0,False,True,3689.5329258617476,24.362053770751135,795.0203512335952,True,7.4
220,0.3169086979988628,98,2197,0.20892398983187013,0,True,False,3192.909132853943,13.078191070581774,118.58785222336286,False,0.0
1415,0.27755283977999384,71,2394,0.38256998211544596,15,True,False,3715.6764634014785,24.157280155745998,372.5081495523927,False,0.0
248,0.2859211776278663,80,2042,0.050867120335818375,15,False,False,1381.9034475396136,21.641731917647938,233.0669469576905,False,0.0
344,0.30117125601947836,41,396,0.010118549957641589,30,False,True,3592.097820776336,18.791363007277173,148.45968412011624,True,0.1
